Date,Category,Amount,Description,Payment Mode,Cashback
2025-04-01,Shopping,388.96,Gift purchase,Debit Card,14.61
2025-04-27,Utilities,472.88,Gas bill,Mobile Payment,0.0
2025-04-09,Shopping,15.25,Bought electronics,Credit Card,0.38
2025-04-02,Food,418.52,Weekly groceries,Cash,0.0
2025-04-01,Transport,154.88,Public transport ticket,Bank Transfer,0.0
2025-04-15,Entertainment,319.87,Dinner and drinks,Credit Card,5.31
2025-04-12,Rent,217.41,Monthly rent,Credit Card,9.11
2025-04-08,Entertainment,489.24,Books purchase,Mobile Payment,0.0
2025-04-25,Transport,290.36,Train fare,Cash,0.0
2025-04-16,Food,176.15,Bought snacks,Mobile Payment,0.0
2025-04-01,Rent,327.54,Monthly rent,Mobile Payment,0.0
2025-04-28,Utilities,432.77,Internet subscription,Bank Transfer,0.0
2025-04-12,Stationary,56.65,Sketch Pens,Mobile Payment,0.0
2025-04-28,Entertainment,365.78,Books purchase,Mobile Payment,0.0
2025-04-19,Food,61.58,Bought snacks,Credit Card,2.74
2025-04-18,Stationary,32.32,Pens,Credit Card,1.33
2025-04-29,Utilities,179.09,Gas bill,Credit Card,5.98
2025-04-07,Healthcare,173.11,Dental check-up,Cash,0.0
2025-04-09,Transport,468.01,Parking fee,Debit Card,10.56
2025-04-02,Utilities,273.52,Electricity bill,Credit Card,8.47
2025-04-28,Investments,62.26,stocks,Bank Transfer,0.0
2025-04-27,Transport,196.88,Public transport ticket,Debit Card,2.31
2025-04-06,Travel,475.4,South Tour,Debit Card,13.95
2025-04-05,Stationary,297.36,declutter boxes,Debit Card,14.59
2025-04-01,Transport,120.49,Car repair,Cash,0.0
2025-04-14,Entertainment,304.67,Theatre show,Debit Card,10.1
2025-04-19,Stationary,288.69,Sketch Pens,Credit Card,10.69
2025-04-21,Healthcare,360.01,Dental check-up,Debit Card,5.92
2025-04-26,Food,68.29,Fast food meal,Mobile Payment,0.0
2025-04-13,Shopping,10.95,New shoes,Cash,0.0
2025-04-13,Entertainment,266.53,Movie ticket,Credit Card,10.6
2025-04-17,Utilities,76.42,Electricity bill,Debit Card,1.37
2025-04-27,Travel,372.95,Sunday picnic,Cash,0.0
2025-04-17,Healthcare,485.98,Dental check-up,Credit Card,15.46
2025-04-03,Rent,379.38,House rent payment,Debit Card,5.1
2025-04-17,Shopping,47.55,Gift purchase,Debit Card,0.9
2025-04-19,Travel,313.14,Sunday picnic,Mobile Payment,0.0
2025-04-23,Transport,331.22,Public transport ticket,Debit Card,10.68
2025-04-02,Stationary,468.01,Sheets,Credit Card,14.42
2025-04-11,Investments,229.03,SIP,Mobile Payment,0.0
2025-04-29,Stationary,271.46,declutter boxes,Mobile Payment,0.0
2025-04-21,Rent,136.21,House rent payment,Credit Card,4.94
2025-04-24,Healthcare,479.65,Prescription glasses,Credit Card,19.5
2025-04-27,Food,33.81,Dinner delivery,Bank Transfer,0.0
2025-04-20,Stationary,414.34,Charts,Mobile Payment,0.0
2025-04-05,Shopping,441.14,Online shopping,Cash,0.0
2025-04-21,Rent,231.86,Apartment rent,Credit Card,7.3
2025-04-15,Entertainment,361.1,Theatre show,Cash,0.0
2025-04-09,Healthcare,309.24,Doctor visit,Mobile Payment,0.0
2025-04-25,Investments,301.88,LIC,Mobile Payment,0.0
2025-04-11,Stationary,364.26,Sketch Pens,Debit Card,6.5
2025-04-26,Entertainment,354.92,Streaming subscription,Credit Card,14.53
2025-04-01,Utilities,53.97,Cable TV subscription,Mobile Payment,0.0
2025-04-19,Shopping,129.79,Bought electronics,Bank Transfer,0.0
2025-04-02,Stationary,220.99,Sheets,Mobile Payment,0.0
2025-04-23,Utilities,353.22,Electricity bill,Credit Card,7.32
2025-04-18,Shopping,320.31,Clothing purchase,Cash,0.0
2025-04-17,Rent,134.3,House rent payment,Debit Card,6.48
2025-04-13,Healthcare,52.42,Prescription glasses,Credit Card,1.22
2025-04-09,Entertainment,353.24,Books purchase,Debit Card,11.22
2025-04-15,Transport,289.89,Uber ride,Mobile Payment,0.0
2025-04-01,Transport,192.45,Taxi fare,Credit Card,3.07
2025-04-13,Entertainment,312.89,Streaming subscription,Credit Card,3.64
2025-04-03,Stationary,260.72,declutter boxes,Debit Card,8.08
2025-04-11,Transport,90.66,Car repair,Cash,0.0
2025-04-05,Shopping,441.74,New shoes,Bank Transfer,0.0
