Date,Category,Amount,Description,Payment Mode,Cashback
2025-03-28,Healthcare,290.69,Eye exam,Credit Card,12.67
2025-03-13,Entertainment,45.59,Video games,Bank Transfer,0.0
2025-03-10,Rent,23.11,Monthly rent,Debit Card,0.71
2025-03-01,Entertainment,96.37,Theatre show,Bank Transfer,0.0
2025-03-30,Transport,358.09,Parking fee,Debit Card,14.19
2025-03-19,Entertainment,148.32,Concert ticket,Mobile Payment,0.0
2025-03-04,Rent,176.79,House rent payment,Debit Card,4.88
2025-03-21,Utilities,105.51,Electricity bill,Debit Card,2.79
2025-03-19,Entertainment,439.73,Concert ticket,Bank Transfer,0.0
2025-03-05,Stationary,76.88,Pens,Credit Card,0.93
2025-03-29,Investments,356.42,LIC,Credit Card,14.09
