Date,Category,Amount,Description,Payment Mode,Cashback
2025-05-04,Travel,419.33,South Tour,Cash,0.0
2025-05-18,Stationary,6.27,Charts,Mobile Payment,0.0
2025-05-10,Food,84.29,Bought snacks,Debit Card,2.05
2025-05-01,Healthcare,436.3,Doctor visit,Mobile Payment,0.0
2025-05-12,Travel,254.22,Hastinapur tour,Cash,0.0
2025-05-03,Investments,330.0,mutual funds,Mobile Payment,0.0
2025-05-15,Transport,334.12,Public transport ticket,Credit Card,5.03
2025-05-21,Transport,305.2,Gas station refill,Credit Card,25.94
2025-05-03,Stationary,316.69,Sketch Pens,Debit Card,7.49
2025-05-10,Food,208.66,Coffee at café,Debit Card,18.49
2025-05-06,Rent,410.14,Apartment rent,Cash,0.0
2025-05-25,Stationary,315.91,Sheets,Mobile Payment,0.0
2025-05-09,Shopping,167.59,New shoes,Bank Transfer,0.0
2025-05-02,Transport,300.87,Train fare,Mobile Payment,0.0
2025-05-16,Entertainment,412.86,Movie ticket,Credit Card,25.78
2025-05-06,Healthcare,92.83,Health insurance,Cash,0.0
2025-05-02,Investments,386.83,stocks,Credit Card,13.36
2025-05-15,Entertainment,117.3,Movie ticket,Credit Card,3.1
2025-05-13,Transport,483.08,Gas station refill,Bank Transfer,0.0
2025-05-18,Utilities,430.46,Water bill,Cash,0.0
2025-05-11,Transport,214.81,Car repair,Bank Transfer,0.0
2025-05-26,Stationary,279.71,Sketch Pens,Credit Card,4.38
2025-05-13,Shopping,365.15,Shopping for accessories,Mobile Payment,0.0
2025-05-29,Entertainment,96.99,Video games,Mobile Payment,0.0
2025-05-07,Rent,363.71,Room rent payment,Debit Card,22.89
2025-05-27,Entertainment,335.64,Books purchase,Bank Transfer,0.0
2025-05-26,Transport,135.4,Car repair,Bank Transfer,0.0
